Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
PEPD	gene	PEPD	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Prolidase deficiency MIM#170100			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	26110198;32455636		False	3	100;0;0	1.83	True		ENSG00000124299	ENSG00000124299	HGNC:8840													
PET100	gene	PET100	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex IV deficiency, nuclear type 12, MIM# 619055			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	24462369;25293719;31406627		False	3	100;0;0	1.83	True		ENSG00000229833	ENSG00000229833	HGNC:40038													
PEX1	gene	PEX1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Heimler syndrome 1 MIM#234580;Peroxisome biogenesis disorder 1A (Zellweger) MIM#214100;Peroxisome biogenesis disorder 1B (NALD/IRD) MIM#601539			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301621		False	3	100;0;0	1.83	True		ENSG00000127980	ENSG00000127980	HGNC:8850													
PEX10	gene	PEX10	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 6A (Zellweger) MIM#614870;Peroxisome biogenesis disorder 6B MIM#614871			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301621		False	3	100;0;0	1.83	True		ENSG00000157911	ENSG00000157911	HGNC:8851													
PEX11B	gene	PEX11B	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 14B MIM#614920			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28129423;22581968		False	3	100;0;0	1.83	True		ENSG00000131779	ENSG00000131779	HGNC:8853													
PEX12	gene	PEX12	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 3A (Zellweger) MIM#614859;Peroxisome biogenesis disorder 3B MIM#266510			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301621		False	3	100;0;0	1.83	True		ENSG00000108733	ENSG00000108733	HGNC:8854													
PEX13	gene	PEX13	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 11A (Zellweger) MIM#614883;Peroxisome biogenesis disorder 11B MIM#614885			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301621		False	3	100;0;0	1.83	True		ENSG00000162928	ENSG00000162928	HGNC:8855													
PEX14	gene	PEX14	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Peroxisome biogenesis disorder 13A (Zellweger) MIM#614887;peroxisome biogenesis disorder due to PEX14 defect MONDO:0100268			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	37493040;20301621		False	3	100;0;0	1.83	True		ENSG00000142655	ENSG00000142655	HGNC:8856													
PEX16	gene	PEX16	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 8A (Zellweger) MIM#614876;Peroxisome biogenesis disorder 8B MIM#614877			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301621		False	3	100;0;0	1.83	True		ENSG00000121680	ENSG00000121680	HGNC:8857													
PEX19	gene	PEX19	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 12A (Zellweger) MIM#614886			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	10051604;20683989;11883941;28391327		False	3	100;0;0	1.83	True		ENSG00000162735	ENSG00000162735	HGNC:9713													
PEX2	gene	PEX2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 5A (Zellweger) MIM#614866;Peroxisome biogenesis disorder 5B MIM#614867			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301621		False	3	100;0;0	1.83	True		ENSG00000164751	ENSG00000164751	HGNC:9717													
PEX26	gene	PEX26	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 7A (Zellweger) MIM#614872;Peroxisome biogenesis disorder 7B MIM614873			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301621		False	3	100;0;0	1.83	True		ENSG00000215193	ENSG00000215193	HGNC:22965													
PEX3	gene	PEX3	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 10A (Zellweger), MIM# 614882;Peroxisome biogenesis disorder 10B , MIM# 617370			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	10942428;10958759;10968777;27557811;33101983;20301621		False	3	100;0;0	1.83	True		ENSG00000034693	ENSG00000034693	HGNC:8858													
PEX5	gene	PEX5	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 2A (Zellweger) MIM#214110;Peroxisome biogenesis disorder 2B MIM#202370			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301621		False	3	100;0;0	1.83	True		ENSG00000139197	ENSG00000139197	HGNC:9719													
PEX6	gene	PEX6	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 4A (Zellweger) MIM#614862;Peroxisome biogenesis disorder 4B MIM#614863			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	29220678;20301621		False	3	100;0;0	1.83	True		ENSG00000124587	ENSG00000124587	HGNC:8859													
PEX7	gene	PEX7	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 9B MIM#614879;Rhizomelic chondrodysplasia punctata, type 1 MIM#215100			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20301447		False	3	100;0;0	1.83	True		ENSG00000112357	ENSG00000112357	HGNC:8860													
PGAP1	gene	PGAP1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with dysmorphic features, spasticity, and brain abnormalities, MIM# 615802			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	24482476;24784135;25823418;25804403;26050939		False	3	100;0;0	1.83	True		ENSG00000197121	ENSG00000197121	HGNC:25712													
PGAP2	gene	PGAP2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Hyperphosphatasia with mental retardation syndrome 3, MIM# 614207, MONDO:0013628			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	23561846;23561847;31805394;29119105;27871432		False	3	100;0;0	1.83	True		ENSG00000148985	ENSG00000148985	HGNC:17893													
PGAP3	gene	PGAP3	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Hyperphosphatasia with mental retardation syndrome 4, MIM# 615716, MONDO:0014318			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	24439110;29620724;30345601;30217754		False	3	100;0;0	1.83	True		ENSG00000161395	ENSG00000161395	HGNC:23719													
PGK1	gene	PGK1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Phosphoglycerate kinase 1 deficiency, MIM# 300653;MONDO:0010392			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000102144	ENSG00000102144	HGNC:8896													
PGM2L1	gene	PGM2L1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	33979636		False	3	100;0;0	1.83	True		ENSG00000165434	ENSG00000165434	HGNC:20898													
PGM3	gene	PGM3	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 23, MIM# 615816;PGM3-CDG, MONDO:0014353			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	30578875;31231132;33098103;30157810;28704707		False	3	100;0;0	1.83	True		ENSG00000013375	ENSG00000013375	HGNC:8907													
PHACTR1	gene	PHACTR1	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epileptic encephalopathy, early infantile, 70, MIM# 618298;PHACTR1-associated neurodevelopment disorder			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	30256902;28135719;23033978;27457812		False	3	100;0;0	1.83	True	Other	ENSG00000112137	ENSG00000112137	HGNC:20990													
PHF21A	gene	PHF21A	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual developmental disorder with behavioral abnormalities and craniofacial dysmorphism with or without seizures, MIM# 618725			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 31649809;30487643;22770980		False	3	100;0;0	1.83	True		ENSG00000135365	ENSG00000135365	HGNC:24156													
PHF5A	gene	PHF5A	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder (MONDO#0700092), PHF5A-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 37422718		False	3	100;0;0	1.83	True		ENSG00000100410	ENSG00000100410	HGNC:18000													
PHF6	gene	PHF6	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Borjeson-Forssman-Lehmann syndrome, MIM# 301900			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	16912705		False	3	100;0;0	1.83	True		ENSG00000156531	ENSG00000156531	HGNC:18145													
PHF8	gene	PHF8	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mental retardation syndrome, X-linked, Siderius type, MIM#300263			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	17661819;17594395;16199551		False	3	100;0;0	1.83	True		ENSG00000172943	ENSG00000172943	HGNC:20672													
PHGDH	gene	PHGDH	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neu-Laxova syndrome 1 MIM#256520;Phosphoglycerate dehydrogenase deficiency MIM#601815			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	37347880		False	3	100;0;0	1.83	True		ENSG00000092621	ENSG00000092621	HGNC:8923													
PHIP	gene	PHIP	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Chung-Jansen syndrome, MIM#617991			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	29209020;27900362;23033978		False	3	100;0;0	1.83	True		ENSG00000146247	ENSG00000146247	HGNC:15673													
PI4K2A	gene	PI4K2A	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with hyperkinetic movements, seizures and structural brain abnormalities, MIM# 620732			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	30564627;35880319;19581584		False	3	100;0;0	1.83	True		ENSG00000155252	ENSG00000155252	HGNC:30031													
PI4KA	gene	PI4KA	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental syndrome with hypomyelinating leukodystrophy			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 34415322		False	3	100;0;0	1.83	True		ENSG00000241973	ENSG00000241973	HGNC:8983													
PIBF1	gene	PIBF1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 33, OMIM #617767			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	26167768;30858804;29695797;33004012		False	3	100;0;0	1.83	True		ENSG00000083535	ENSG00000083535	HGNC:23352													
PIDD1	gene	PIDD1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Intellectual developmental disorder, autosomal recessive 75, with neuropsychiatric features and variant lissencephaly, MIM# 619827			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28397838;29302074;33414379;34163010		False	3	100;0;0	1.83	True		ENSG00000177595	ENSG00000177595	HGNC:16491													
PIGA	gene	PIGA	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Multiple congenital anomalies-hypotonia-seizures syndrome 2, MIM# 300868, MONDO:0010466;Neurodevelopmental disorder with epilepsy and haemochromatosis, MIM# 301072			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	22305531;24357517;24706016;26545172;33333793;32694024;34875027		False	3	100;0;0	1.83	True		ENSG00000165195	ENSG00000165195	HGNC:8957													
